pair_id,variant,tag,sql,plan,latency_ms
298,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'FR' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.915
299,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
299,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
300,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
300,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
301,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'DE';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
301,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'DE';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
302,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.873
302,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.528
303,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'GB' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,10.15
303,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'GB' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),3.022
304,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.351
304,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.058
305,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'grocery' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.595
305,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'grocery' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.677
306,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.134
306,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.05
307,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.331
307,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.059
308,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
308,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
309,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'IN';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
309,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'IN';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
310,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.723
310,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.09
311,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
311,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
312,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
312,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
313,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'home' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.065
313,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'home' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.722
314,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.533
314,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.145
315,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.134
315,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.048
316,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.124
316,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.052
317,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.337
317,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.057
318,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
318,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
319,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.694
319,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.538
320,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'FR' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.837
320,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'FR' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.795
321,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.341
321,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.059
322,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.878
322,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.89
323,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'JP';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
323,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'JP';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
324,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.782
324,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.795
325,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
325,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'FR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
326,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'FR' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.878
326,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'FR' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.843
327,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.998
327,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.706
328,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.337
328,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.061
329,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'fashion' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.816
329,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'fashion' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.521
330,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
330,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
331,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.331
331,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.058
332,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.532
332,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.147
333,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.86
333,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'AU' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.891
334,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.594
334,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.793
335,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.972
335,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'IN' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.778
336,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
336,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
337,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.883
337,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.789
338,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.568
338,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.147
339,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'BR' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,10.116
339,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'BR' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.872
340,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'books' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.41
340,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'books' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),16.164
341,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'AU';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
341,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'AU';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
342,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.358
342,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.057
343,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.346
343,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.058
344,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.565
344,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.146
345,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'fashion' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.053
345,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'fashion' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),16.091
346,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
346,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
347,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
347,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'US';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
348,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'toys' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.926
348,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'toys' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),16.021
349,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.933
349,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),14.931
350,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'grocery' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.299
350,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'grocery' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.958
351,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.026
351,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
352,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'home' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.062
352,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'home' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.673
353,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.537
353,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.145
354,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
354,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
355,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'books' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.2
355,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'books' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.621
356,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'GB' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.849
